text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
I get an error when using The login page.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Do I pay extra for additional users?,pricing,false,,,,bulk addition 4,"[""standard""]"
This is a critical production outage.,technical_support,true,,,,bulk addition 3,"[""escalation_positive""]"
CSV import fail ho raha hai row 50 par.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Is it possible to visit your office?,general_question,false,,,,bulk addition 3,"[""standard""]"
Data export is broken after the latest update.,technical_support,false,,,,bulk addition 4,"[""standard""]"
"Namaste. Mai aapka product use kar raha hu pichle 3 mahine se. Initially sab theek tha but ab bahut problems aa rahe hain. Kabhi kabhi app hang ho jata hai, kabhi data sync nahi hota. Maine support team ko 4 baar email kiya but unka koi proper response nahi aaya. Ek baar to unhone bola ki sab theek hai but actual mein theek nahi hai. Mai bahut frustrated hu. Mujhe lagta hai ki aap log Indian customers ko priority nahi dete. I request you to please look into this matter seriously. Mera business is dependent on your platform and these issues are causing me real problems. Please someone senior contact me directly.",technical_support,true,,,,long message,"[""long""]"
Aapki vajah se mera client loss ho raha hai.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
The drag and drop editor is broken after the latest update.,technical_support,false,,,,bulk addition 4,"[""standard""]"
My entire department is unable to work because of your bug.,technical_support,true,,,,bulk addition 5,"[""escalation_positive""]"
Can I get a demo before purchasing?,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Not complaining just observing.,complaint,false,,,,bulk addition 2,"[""hard_negative_escalation""]"
Thank you but I no longer need assistance.,other,false,,,,bulk addition 3,"[""hard_negative_escalation""]"
Not happy,complaint,false,,,,very short message,[]
No escalation. Just asking a question.,general_question,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
What is the cost of additional users?,pricing,false,,,,bulk addition 4,"[""standard""]"
kya webhook integration hai?,product_question,false,,,,hinglish product question,"[""hinglish""]"
I'm tired of chatting with bots. Real person needed.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
The progress bar is stuck at 99%.,technical_support,false,,,,bulk addition 5,"[""standard""]"
How long does it take to set up the reporting module?,general_question,false,,,,bulk addition 4,"[""standard""]"
I don't need a human. Just answer my question.,general_question,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
My profile picture won't update.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
The File upload feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I figured it out on my own.,technical_support,false,,,,bulk addition 3,"[""hard_negative_escalation""]"
I'm just here for the comments.,other,false,,,,bulk addition 2,"[""standard""]"
Aapka dashboard error de raha hai. 500 aa raha hai.,technical_support,false,,,,hinglish example,"[""hinglish""]"
Are you selling this or just providing information?,general_question,false,,,,bulk addition,"[""confusion_pair""]"
can smeone help me plzzz,general_question,false,,,,spelling/noisy text,"[""noisy""]"
Graphs dashboard mein kharaab ho gaye hain.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Can I set up auto replies for common questions?,product_question,false,,,,bulk addition,"[""standard""]"
Senior se baat karni hai urgently.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
Accha,other,false,,,,other / off-topic,"[""standard"", ""other""]"
I was angry earlier but the issue has been resolved.,complaint,false,,,,multi-intent example,"[""multi_intent""]"
Where can I find documentation about real-time sync?,general_question,false,,,,bulk addition 4,"[""standard""]"
Mujhe aapke product ki training chahiye.,product_question,false,,,,bulk addition 5,"[""hinglish""]"
I want to speak to someone about purchasing.,sales,false,,,,confusion pair example,"[""confusion_pair""]"
I'm simultaneously interested and frustrated.,sales,false,,,,bulk addition 5,"[""confusion_pair""]"
What kind of support is included?,general_question,false,,,,bulk addition,"[""standard""]"
I'd like to talk to the sales team.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
I have nothing to ask. Just saying hi.,other,false,,,,other / off-topic,"[""standard"", ""other""]"
I thought I needed help but I don't. Thanks anyway.,other,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
My CEO is asking about this. I need answers now.,technical_support,true,,,,bulk addition 3,"[""escalation_positive""]"
Billing help needed but I want a human not a bot.,pricing,true,,,,bulk addition,"[""multi_intent""]"
I'm having trouble with My workflow automation.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Is there a limit on the number of projects?,general_question,false,,,,bulk addition 2,"[""standard""]"
Can I switch plans mid-cycle?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Billing address change karna hai par option nahi mil raha.,account_issue,false,,,,hinglish example,"[""hinglish""]"
Can I talk to the sales team about pricing?,sales,false,,,,confusion pair example,"[""confusion_pair""]"
Can't change my account email address.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Please process my refund request.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
You are violating the SLA agreement.,technical_support,true,,,,bulk addition 3,"[""escalation_positive""]"
This message is just a test. Ignore it.,other,false,,,,bulk addition 5,"[""standard""]"
How do analytics work?,general_question,false,,,,general info question,"[""standard""]"
I would give zero stars if I could.,complaint,false,,,,bulk addition,"[""standard""]"
Can I transfer my subscription to someone else?,general_question,false,,,,bulk addition,"[""standard""]"
API empty response de raha hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
my notifcations arnt workin,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Your updates keep breaking existing features.,complaint,false,,,,bulk addition,"[""standard""]"
Where can I find documentation about the dashboard?,general_question,false,,,,bulk addition 4,"[""standard""]"
Can I use my own domain with your service?,product_question,false,,,,bulk addition 3,"[""standard""]"
Refund request: double charge on my last payment.,refund,true,,,,bulk addition 2,"[""standard""]"
wht is ur phne numbr i need to cal,human_request,true,,,,bulk addition,"[""noisy""]"
Baar baar bot se baat kar ke thak gaya hu. Human karo.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
Do I need a human or can you answer this?,general_question,false,,,,bulk addition 2,"[""confusion_pair""]"
this sftware is usless,complaint,false,,,,spelling/noisy text,"[""noisy""]"
Do you have a mobile app?,general_question,false,,,,bulk addition,"[""standard""]"
You made my day!,other,false,,,,bulk addition,"[""standard""]"
How does the auto-responder work?,product_question,false,,,,product feature question,"[""standard""]"
Best service ever!,other,false,,,,bulk addition,"[""standard""]"
Quality has gone downhill since I started.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
This is a sales inquiry but I'm not happy about it.,sales,false,,,,bulk addition 5,"[""confusion_pair""]"
No need to involve management. Simple issue.,general_question,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
I get an error when using The reporting dashboard.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Locked out,account_issue,true,,,,very short message,[]
Images aren't rendering properly in reports.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Can you help me fix The API endpoint?,technical_support,false,,,,bulk addition 4,"[""standard""]"
the chat bot is not helpfl,complaint,false,,,,spelling/noisy text,"[""noisy""]"
Meri report generate nahi ho rahi. Error aa raha hai.,technical_support,false,,,,hinglish example,"[""hinglish""]"
What's the pricing for dedicated server?,pricing,false,,,,bulk addition 4,"[""standard""]"
Your mobile app is draining my battery.,technical_support,false,,,,bulk addition 3,"[""standard""]"
Ye kya software hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
The mobile app is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I'll be in touch.,other,false,,,,bulk addition 3,"[""standard""]"
The webhook integration is broken after the latest update.,technical_support,false,,,,bulk addition 4,"[""standard""]"
How does user permissions work in your platform?,general_question,false,,,,bulk addition 4,"[""standard""]"
How much does the pro plan cost?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Is there GDPR compliance features?,product_question,false,,,,bulk addition 2,"[""standard""]"
My entire team is blocked. We need immediate assistance.,technical_support,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
Aapne mujhe galat plan charge kiya hai.,pricing,true,,,,hinglish example,"[""hinglish""]"
The template preview is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I was angry earlier but the issue has been resolved.,complaint,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
Can I integrate with Jira?,product_question,false,,,,bulk addition,"[""standard""]"
the updat brok evrythin im angy,technical_support,true,,,,bulk addition 3,"[""noisy""]"
kya hum multiple workspaces bana sakte hain?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Do you offer payment plan options?,pricing,false,,,,bulk addition,"[""standard""]"
This is both a refund request and a complaint about service.,refund,true,,,,bulk addition 3,"[""confusion_pair""]"
