text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
can u tel me the price of ur premium plan plz,pricing,false,,,,bulk addition,"[""noisy""]"
aapne mujhe double charge kar diya refund karo,refund,true,,,,,"[""hinglish""]"
Mujhe senior se baat karni hai. Bot nahi.,human_request,true,,,,bulk addition 5,"[""hinglish""]"
Cool feature set you have there.,other,false,,,,v3 balance3,"[""standard""]"
Do you have a CRM tool?,general_question,false,,,,v3 confusion: product vs general,"[""standard""]"
real-time updates stopped responding.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
aapne mera account block kyun kiya,account_issue,true,,,,v3 bulk hinglish,"[""hinglish""]"
How does the refund process work?,general_question,false,,,,v3 bulk infoact,"[""standard""]"
What do I need to know about the template system?,general_question,false,,,,v3 bulk gq,"[""standard""]"
This is urgent. I'm losing customers because of your bug.,technical_support,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
Mujhe aapke product ki training chahiye.,product_question,false,,,,bulk addition 5,"[""hinglish""]"
ur chargin me rong ammount,pricing,true,,,,spelling/noisy text,"[""noisy""]"
Do you have a mobile app?,general_question,false,,,,bulk addition,"[""standard""]"
Your platform went down during my live presentation.,technical_support,true,,,,v3 esc hard pos,"[""escalation_positive""]"
I need a person who can make decisions.,human_request,true,,,,v3 balance,"[""standard""]"
Kya volume discount available hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
the app crahses whn i opn it,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Payment failed and I want my money back,refund,true,,,,v3 multi-intent,"[""multi_intent""]"
"Calm down, it's not that serious. Just tell me the answer.",general_question,false,,,,v3 esc hard neg,"[""hard_negative_escalation""]"
No escalation. Just asking a question.,general_question,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
This is the fifth time I'm raising the same issue. I need a manager.,human_request,true,,,,v3 esc hard pos,"[""escalation_positive""]"
hw much 4 the team plan with 10 users,pricing,false,,,,v3 bulk noisy,"[""noisy""]"
Your support takes forever to respond.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
mera API key regenerate karo,general_question,false,,,,v4 hinglish,"[""hinglish""]"
Hi team,other,false,,,,very short message,[]
What is your company's mission?,general_question,false,,,,v3 balance,"[""standard""]"
Actually I don't need support anymore.,general_question,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
Where can I find documentation about the workflow builder?,general_question,false,,,,v3 bulk gq,"[""standard""]"
bulk edit stopped responding.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
I want to buy the pro plan now.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
I want to talk about a partnership.,sales,false,,,,bulk addition 3,"[""standard""]"
Do I pay extra for API access?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
I can't decide if this is a refund request or just a question.,refund,false,,,,bulk addition,"[""multi_intent""]"
What should I know about subscription management?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
Where can I find documentation about the reporting module?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Can you explain role management?,general_question,false,,,,bulk addition 4,"[""standard""]"
"i dnt wnt a refund, jst want info",refund,false,,,,spelling/noisy text,"[""noisy""]"
This security vulnerability needs to be patched immediately.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
Your product is great but the pricing is confusing. Can you explain?,pricing,false,,,,multi-intent example,"[""multi_intent""]"
refund my mony r i repot u,refund,true,,,,v3 noisy,"[""noisy""]"
Can we schedule the onboarding call?,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Let me speak to the sales engineering team.,sales,false,,,,bulk addition,"[""standard""]"
How do I delete my account?,general_question,false,,,,general info question,"[""standard""]"
Bot se koi help nahi mil rahi. Human do.,human_request,true,,,,bulk addition,"[""hinglish""]"
Annual plan ke liye sign up karo.,sales,false,,,,hinglish sales,"[""hinglish""]"
I'm having trouble with The reporting dashboard.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Does the mobile app support offline mode?,product_question,false,,,,v3 balance,"[""standard""]"
Your customer service is a joke.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Do you like pizza?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
How do I get started?,general_question,false,,,,general info question,"[""standard""]"
Don't send anyone. I was just passing through.,other,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
I don't know if this is a complaint or a feature request.,complaint,false,,,,confusion pair example,"[""confusion_pair""]"
The login page is showing incorrect data.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
The calendar sync is creating duplicate events.,technical_support,false,,,,bulk addition,"[""standard""]"
The database query times out after 30 seconds.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
What is the purpose of team permissions?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Data sync nahi ho raha mobile aur desktop mein.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Can I use this on my phone?,general_question,false,,,,general info question,"[""standard""]"
Please do not call me. Just fix the issue silently.,technical_support,false,,,,bulk addition,"[""hard_negative_escalation""]"
Mujhe demo chahiye purchase se pehle.,sales,false,,,,hinglish sales,"[""hinglish""]"
I never requested a refund. Read my message again.,general_question,false,,,,v4 negation,"[""negation""]"
What are the benefits of the user directory?,general_question,false,,,,v3 bulk gq,"[""standard""]"
The search bar keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
hw do i export my data frum ur platform,general_question,false,,,,v3 bulk noisy,"[""noisy""]"
Can I customize custom branding?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
What is the purpose of session timeouts?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
I can't log into my account.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Does the tool support bulk operations?,product_question,false,,,,product feature question,"[""standard""]"
mujhe annual plan lena hai koi discount do,sales,false,,,,,"[""hinglish""]"
I want to complain to your manager.,human_request,true,,,,bulk addition,"[""confusion_pair""]"
Do you work with non-profits?,general_question,false,,,,general info question,"[""standard""]"
Complaint about pricing and need technical help.,pricing,false,,,,v3 bulk multi3,"[""multi_intent""]"
mera payment ka transaction ID check karo,technical_support,false,,,,v3 bulk hinglish,"[""hinglish""]"
Thanks for the help but I don't need anything else.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
You overpromise and underdeliver constantly.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
My account was hacked and I need help securing it.,account_issue,true,,,,v3 bulk multi,"[""multi_intent""]"
Hinglish: band karo.,sales,false,,,,v4 short,"[""hinglish""]"
New team members can't see the shared workspace.,account_issue,false,,,,bulk addition,"[""standard""]"
Fix it.,technical_support,true,,,,very short message,[]
Can you guide me through user management?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
aapki service ka SLA kya hai,general_question,false,,,,v3 bulk hinglish,"[""hinglish""]"
I have sales inquiry but also a technical problem,sales,false,,,,v3 multi-intent,"[""multi_intent""]"
Do you understand that this is affecting my business revenue?,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
Human request hai but also my payment failed,human_request,true,,,,v3 multi-intent hinglish,"[""multi_intent"", ""hinglish""]"
Cancel my subscription effective immediately.,sales,false,,,,v3 bulk infoact,"[""standard""]"
Can I use custom domains with your service?,product_question,false,,,,product feature question,"[""standard""]"
I would like to understand your pricing model better before committing to a purchase.,pricing,false,,,,cross 2000,"[""standard""]"
Do I pay extra for extra storage?,pricing,false,,,,bulk addition 4,"[""standard""]"
Our compliance team needs an immediate fix for this issue.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
How do I get dedicated support?,general_question,false,,,,general info question,"[""standard""]"
Payment issue and account lockout at the same time.,account_issue,true,,,,v3 bulk multi3,"[""multi_intent""]"
Your system failure caused me to miss an important deadline.,technical_support,true,,,,v3 bulk esc+3,"[""escalation_positive""]"
I'm interested in your enterprise plan but I need a demo first.,sales,false,,,,v3 bulk multi,"[""multi_intent""]"
How much for data backup?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
mujhe team plan chahiye 20 logon ke liye,sales,false,,,,,"[""hinglish""]"
I want to move forward with the implementation.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Cost for enterprise?,pricing,false,,,,v4 short,"[""standard""]"
Mujhe ek insaan se baat karni hai. Bot se nahi.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
aapki pricing transparent nahi hai,pricing,false,,,,,"[""hinglish""]"
Aapke product ne mera time waste kiya.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
I need to add 3 more admins to my account.,sales,false,,,,bulk addition 3,"[""standard""]"
I want to talk to your solutions architect.,sales,false,,,,bulk addition 2,"[""standard""]"
mujhe aapke software ke saath Shopify integrate karna hai,product_question,false,,,,v3 bulk hinglish,"[""hinglish""]"
bulk edit is causing errors in my workflow.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
aapne mujhe wrong price quote diya tha,pricing,false,,,,,"[""hinglish""]"
the notifcatn icon is not showng,technical_support,false,,,,v3 noisy,"[""noisy""]"
aapke yaha par GST invoice kaise milega,pricing,false,,,,v3 bulk hinglish3,"[""hinglish""]"
How does custom branding affect my account?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
What is the max number of integrations?,product_question,false,,,,bulk addition 3,"[""standard""]"
The problem went away after I cleared my cache.,technical_support,false,,,,v3 bulk resolution,"[""resolution_state""]"
I want to discuss my requirements with a salesperson,sales,false,,,,v4 confusion,"[""confusion_pair""]"
How are overage fees calculated?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Your AI is useless. Humans only from now on.,human_request,true,,,,bulk addition 2,"[""standard""]"
Aapne mujhe galat currency mein bill kiya.,pricing,true,,,,bulk addition 3,"[""hinglish""]"
Can you explain file sharing?,general_question,false,,,,v3 bulk gq,"[""standard""]"
My subscription renewed but I wanted to cancel.,refund,true,,,,bulk addition 3,"[""standard""]"
My CEO is asking about this. I need answers now.,technical_support,true,,,,bulk addition 3,"[""escalation_positive""]"
I explicitly do not want a call. Text is fine.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
